date,variation,load_kg,reps,rir,warmup,fail,notes
2026-03-07,flat,20,10,,true,false,""
2026-03-07,flat,40,6,,true,false,""
2026-03-07,flat,60,3,,true,false,""
2026-03-07,flat,70,3,,true,false,""
2026-03-07,flat,80,2,1.5,true,false,""
2026-03-07,flat,90,1,1,false,false,""
2026-03-07,flat,85,2,0.5,false,false,""
2026-03-07,flat,80,3,0.5,false,false,""
2026-03-05,flat,20,10,,true,false,""
2026-03-05,flat,60,5,,true,false,""
2026-03-05,flat,70,3,,true,false,""
2026-03-05,flat,80,5,0,false,false,""
2026-03-05,flat,85,3,0,false,false,""
2026-03-03,flat,20,10,,true,false,""
2026-03-03,flat,60,5,,true,false,""
2026-03-03,flat,70,3,,true,false,""
2026-03-03,flat,70,3,,true,false,""
2026-03-03,flat,80,1,1.5,false,false,""
2026-03-03,flat,85,1,2.5,false,false,""
2026-03-03,flat,92.5,0,0,false,false,""
2026-03-02,flat,20,10,,true,false,""
2026-03-02,flat,40,8,,true,false,""
2026-03-02,flat,60,5,,true,false,""
2026-03-02,flat,70,3,,true,false,""
2026-03-02,flat,80,5,1.5,false,false,""
2026-03-02,flat,80,5,0.5,false,false,""
2026-03-02,flat,80,4,0.5,false,false,""
2026-02-28,flat,20,10,,true,false,""
2026-02-28,flat,40,8,,true,false,""
2026-02-28,flat,60,5,,true,false,""
2026-02-28,flat,70,3,,true,false,""
2026-02-28,flat,80,1,,true,false,""
2026-02-28,flat,90,1,1,false,false,""
2026-02-28,flat,90,1,0.5,false,false,""
2026-02-28,flat,80,4,1,false,false,""
2026-02-28,flat,80,4,0.5,false,false,""
2026-02-26,flat,20,10,,true,false,""
2026-02-26,flat,40,8,,true,false,""
2026-02-26,flat,60,5,,true,false,""
2026-02-26,flat,70,3,,true,false,""
2026-02-26,flat,80,1,,true,false,""
2026-02-26,flat,85,1,2,false,false,""
2026-02-26,flat,85,1,2,false,false,""
2026-02-26,flat,85,1,2,false,false,""
2026-02-26,flat,85,1,2,false,false,""
2026-02-23,flat,20,10,,true,false,""
2026-02-23,flat,40,8,,true,false,""
2026-02-23,flat,60,5,,true,false,""
2026-02-23,flat,72.5,3,,true,false,""
2026-02-23,flat,80,1,,true,false,""
2026-02-23,flat,90,1,0.5,false,false,""
2026-02-23,flat,75,4,1.5,false,false,""
2026-02-23,flat,75,4,1.5,false,false,""
2026-02-23,flat,75,4,2,false,false,""
2026-02-23,flat,75,4,2,false,false,""
2026-02-23,incline,40,12,4,false,false,""
2026-02-23,incline,50,8,1.5,false,false,""
2026-02-23,incline,50,6,1.5,false,false,""
2026-02-21,flat,20,5,,true,false,""
2026-02-21,flat,40,5,,true,false,""
2026-02-21,flat,60,5,,true,false,""
2026-02-21,flat,70,3,,true,false,""
2026-02-21,flat,80,1,,false,false,""
2026-02-21,flat,85,1,2.5,false,false,""
2026-02-21,flat,70,5,2.5,false,false,""
2026-02-21,flat,70,5,2,false,false,""
2026-02-21,flat,70,5,1.5,false,false,""
2026-02-19,flat,20,10,,true,false,""
2026-02-19,flat,40,8,,true,false,""
2026-02-19,flat,60,5,,true,false,""
2026-02-19,flat,70,3,,true,false,""
2026-02-19,flat,80,1,,true,false,""
2026-02-19,flat,85,1,2.5,false,false,""
2026-02-18,flat,20,10,,true,false,""
2026-02-18,flat,40,8,,true,false,""
2026-02-18,flat,60,5,,true,false,""
2026-02-18,flat,70,3,,true,false,""
2026-02-18,flat,80,1,,true,false,""
2026-02-18,flat,91.5,1,0.5,false,false,""
2026-02-16,flat,20,10,,true,false,""
2026-02-16,flat,40,8,,true,false,""
2026-02-16,flat,60,5,,true,false,""
2026-02-16,flat,70,3,,true,false,""
2026-02-16,flat,80,1,,true,false,""
2026-02-16,flat,91,1,,true,false,""
2026-02-12,flat,20,10,,true,false,""
2026-02-12,flat,40,8,,true,false,""
2026-02-12,flat,60,5,,true,false,""
2026-02-12,flat,70,3,,true,false,""
2026-02-12,flat,80,1,,true,false,""
2026-02-12,flat,90.5,1,1,true,false,""
2026-02-12,flat,83,3,1.5,false,false,""
2026-02-12,flat,80.5,3,1.5,false,false,""
2026-02-12,flat,80.5,3,1.5,false,false,""
2026-02-09,flat,20,10,,true,false,""
2026-02-09,flat,40,8,,true,false,""
2026-02-09,flat,55,5,,true,false,""
2026-02-09,flat,70,3,,true,false,""
2026-02-09,flat,80,1,,true,false,""
2026-02-09,flat,90,1,2,true,false,""
2026-02-09,flat,75,4,1.5,false,false,""
2026-02-09,flat,75,4,1.5,false,false,""
2026-02-09,flat,75,4,1,false,false,""
2026-02-09,flat,70,4,2.5,false,false,"75kg net te zwaar, ik doe een spoto pause bench variant waar ik de bar 1mm-1cm tot boven me chest laat zakken, doodstil, en dan press."
2026-02-09,close_grip,67.5,4,2.5,false,false,""
2026-02-09,close_grip,67.5,4,2,false,false,""
2026-02-09,close_grip,67.5,4,1.5,false,false,""
2026-02-07,flat,20,10,,true,false,""
2026-02-07,flat,40,8,,true,false,""
2026-02-07,flat,60,5,,true,false,""
2026-02-07,flat,70,2,,true,false,""
2026-02-07,flat,80,1,,true,false,""
2026-02-07,flat,85,1,3.5,true,false,""
2026-02-07,flat,70,5,2.5,false,false,""
2026-02-07,flat,70,5,1.5,false,false,""
2026-02-07,flat,70,5,1.5,false,false,""
2026-02-05,flat,20,10,,true,false,""
2026-02-05,flat,60,5,,true,false,""
2026-02-05,flat,70,2,,true,false,""
2026-02-05,flat,80,2,3.5,true,false,""
2026-02-05,flat,90,1,1.5,true,false,""
2026-02-05,flat,95,1,0.5,true,false,""
2026-02-05,flat,80,4,0.5,false,false,""
2026-02-05,flat,80,5,0.5,false,false,""
2026-02-05,flat,80,5,2.5,false,false,""
2026-02-02,flat,20,10,,true,false,""
2026-02-02,flat,40,8,,true,false,""
2026-02-02,flat,60,5,,true,false,""
2026-02-02,flat,80,1,,true,false,""
2026-02-02,flat,87.5,1,1.5,true,false,""
2026-02-02,flat,82.5,3,1.5,false,false,""
2026-02-02,flat,82.5,3,1.5,false,false,""
2026-02-02,flat,82.5,3,2.5,false,false,""
2026-01-31,flat,20,10,,true,false,""
2026-01-31,flat,40,8,,true,false,""
2026-01-31,flat,60,5,,true,false,""
2026-01-31,flat,70,2,,true,false,""
2026-01-31,flat,80,2,,true,false,""
2026-01-31,flat,90,1,0.5,true,false,""
2026-01-31,flat,75,3,1,false,false,""
2026-01-31,flat,75,3,1,false,false,""
2026-01-31,flat,75,3,1,false,false,""
2026-01-29,flat,20,10,,true,false,""
2026-01-29,flat,40,8,,true,false,""
2026-01-29,flat,60,5,,true,false,""
2026-01-29,flat,70,1,,true,false,""
2026-01-29,flat,80,1,,true,false,""
2026-01-29,flat,90,1,1.5,true,false,""
2026-01-29,flat,70,5,4,false,false,""
2026-01-29,flat,70,5,3,false,false,""
2026-01-29,flat,70,5,2,false,false,""
2026-01-28,flat,20,12,,true,false,""
2026-01-28,flat,60,5,,true,false,""
2026-01-28,flat,70,1,,true,false,""
2026-01-28,flat,80,1,,true,false,""
2026-01-28,flat,85,1,2,true,false,""
2026-01-28,flat,60,3,,false,false,""
2026-01-28,flat,60,3,,false,false,""
2026-01-28,flat,60,3,,false,false,""
2026-01-28,flat,60,3,,false,false,""
2026-01-26,flat,20,12,,true,false,""
2026-01-26,flat,40,8,,true,false,""
2026-01-26,flat,60,5,,true,false,""
2026-01-26,flat,70,2,,true,false,""
2026-01-26,flat,80,1,,true,false,""
2026-01-26,flat,85,4,0,false,false,""
2026-01-26,flat,85,4,0.5,false,false,""
2026-01-26,flat,85,3,0.5,false,true,""
2026-01-26,smith_incline,20,6,,true,false,""
2026-01-26,smith_incline,40,6,,true,false,""
2026-01-26,smith_incline,45,15,,false,false,""
2026-01-26,smith_incline,45,15,,false,false,""
2026-01-26,smith_incline,45,12,,false,true,""
2026-01-24,flat,20,12,,true,false,""
2026-01-24,flat,40,8,,true,false,""
2026-01-24,flat,60,5,,true,false,""
2026-01-24,flat,80,3,2,false,false,""
2026-01-24,flat,85,3,1,false,false,""
2026-01-24,flat,90,2,0.5,false,false,""
2026-01-22,flat,20,12,,true,false,""
2026-01-22,flat,60,5,,true,false,""
2026-01-22,flat,80,3,3,false,false,""
2026-01-22,flat,80,3,3,false,false,""
2026-01-22,flat,80,3,3,false,false,""
2026-01-22,flat,80,3,3,false,false,""
2026-01-22,incline,40,15,4,false,false,""
2026-01-22,incline,40,15,2,false,false,""
2026-01-22,incline,40,15,0,false,false,""
2026-01-19,flat,20,12,,true,false,""
2026-01-19,flat,60,5,,true,false,""
2026-01-19,flat,70,2,,true,false,""
2026-01-19,flat,80,3,,false,false,""
2026-01-19,flat,80,3,,false,false,""
2026-01-19,flat,80,3,,false,false,""
2026-01-18,flat,20,12,,true,false,""
2026-01-18,flat,60,5,,true,false,""
2026-01-18,flat,70,2,,true,false,""
2026-01-18,flat,80,2,,true,false,""
2026-01-18,flat,81,3,,false,false,""
2026-01-18,flat,81,3,,false,false,""
2026-01-18,flat,81,3,,false,false,""
2026-01-18,smith_incline,20,6,,true,false,""
2026-01-18,smith_incline,60,6,,false,false,""
2026-01-18,smith_incline,60,6,,false,false,""
2026-01-18,smith_incline,60,6,,false,false,""
2026-01-16,flat,20,12,,true,false,""
2026-01-16,flat,60,5,,true,false,""
2026-01-16,flat,70,3,,true,false,""
2026-01-16,flat,80,3,,false,false,""
2026-01-16,flat,80,3,,false,false,""
2026-01-16,flat,80,3,,false,false,""
2026-01-15,flat,20,12,,true,false,""
2026-01-15,flat,60,5,,false,false,""
2026-01-15,flat,60,5,,false,false,""
2026-01-15,flat,60,5,,false,false,""
2026-01-15,flat,60,5,,false,false,""
2026-01-15,flat,60,5,,false,false,""
2026-01-14,flat,20,12,,true,false,""
2026-01-14,flat,40,8,,true,false,""
2026-01-14,flat,60,5,,true,false,""
2026-01-14,flat,70,2,,true,false,""
2026-01-14,flat,90,2,,false,false,""
2026-01-14,flat,90,2,,false,false,""
2026-01-14,flat,90,2,,false,false,""
2026-01-13,flat,20,8,,true,false,""
2026-01-13,flat,60,5,,true,false,""
2026-01-13,flat,70,2,,true,false,""
2026-01-13,flat,85,4,0,false,false,""
2026-01-13,flat,85,4,0,false,false,""
2026-01-13,flat,85,4,0,false,false,""
2026-01-12,flat,20,8,,true,false,""
2026-01-12,flat,60,5,,true,false,""
2026-01-12,flat,80,5,1,false,false,""
2026-01-12,flat,80,5,1,false,false,""
2026-01-12,flat,80,5,2,false,false,""
2026-01-11,flat,20,8,,true,false,""
2026-01-11,flat,60,5,,true,false,""
2026-01-11,flat,70,3,,true,false,""
2026-01-11,flat,80,5,0.5,false,false,""
2026-01-11,flat,80,5,0.5,false,false,""
2026-01-11,flat,80,5,0,false,false,""
2026-01-11,smith_incline,20,6,,true,false,""
2026-01-11,smith_incline,40,15,1,false,false,""
2026-01-11,smith_incline,40,15,1,false,false,""
2026-01-11,smith_incline,40,12,0,false,false,""
2026-01-10,flat,20,12,,true,false,""
2026-01-10,flat,60,5,,true,false,""
2026-01-10,flat,80,4,,false,false,""
2026-01-10,flat,80,4,,false,false,""
2026-01-10,flat,80,4,,false,false,""
2026-01-08,flat,20,12,,true,false,""
2026-01-08,flat,60,5,,true,false,""
2026-01-08,flat,80,3,,true,false,""
2026-01-08,flat,90,2,0.5,false,false,"Ging voor 3"
2026-01-08,flat,90,1,0,false,false,""
2026-01-08,flat,85,2,1,false,false,""
2026-01-08,flat,85,2,0.5,false,false,""
2026-01-08,flat,85,2,0.5,false,false,""
2026-01-08,smith_incline,20,12,,true,false,""
2026-01-08,smith_incline,60,6,,false,false,""
2026-01-08,smith_incline,60,6,,false,false,""
2026-01-08,smith_incline,60,6,,false,false,""
2026-01-04,flat,20,12,,true,false,""
2026-01-04,flat,60,5,,true,false,""
2026-01-04,flat,82.5,3,,false,false,""
2026-01-04,flat,82.5,3,,false,false,""
2026-01-04,flat,82.5,3,,false,false,""
2026-01-04,flat,82.5,3,,false,false,""
2026-01-04,smith_incline,20,12,,true,false,""
2026-01-04,smith_incline,55,9,,false,false,""
2026-01-04,smith_incline,55,8,,false,false,""
2026-01-04,smith_incline,55,8,,false,false,""
2026-01-03,flat,20,12,,true,false,""
2026-01-03,flat,60,5,,true,false,""
2026-01-03,flat,60,5,,true,false,""
2026-01-03,flat,80,2,,false,false,""
2026-01-03,flat,80,2,,false,false,""
2026-01-03,flat,80,2,,false,false,""
2026-01-02,flat,20,12,,true,false,""
2026-01-02,flat,60,5,,true,false,""
2026-01-02,flat,80,3,,false,false,""
2026-01-02,flat,80,3,,false,false,""
2026-01-02,flat,80,3,,false,false,""
2026-01-01,flat,20,12,,true,false,""
2026-01-01,flat,40,8,,true,false,""
2026-01-01,flat,60,5,,true,false,""
2026-01-01,flat,71,5,,false,false,""
2026-01-01,flat,71,5,,false,false,""
2026-01-01,flat,71,5,,false,false,""
2026-01-01,flat,71,5,,false,false,""
2026-01-01,flat,71,5,,false,false,""
2026-01-01,smith_incline,20,12,,true,false,""
2026-01-01,smith_incline,57.5,8,,false,false,""
2026-01-01,smith_incline,57.5,6,,false,false,""
2026-01-01,smith_incline,57.5,7,,false,false,""
2025-12-30,flat,20,20,,true,false,""
2025-12-30,flat,60,5,,true,false,""
2025-12-30,flat,75,2,,true,false,""
2025-12-30,flat,85,2,,false,false,""
2025-12-30,flat,85,2,,false,false,""
2025-12-30,flat,85,2,,false,false,""
2025-12-30,smith_incline,20,10,,true,false,""
2025-12-30,smith_incline,55,10,,false,false,""
2025-12-30,smith_incline,55,10,,false,false,""
2025-12-30,smith_incline,55,10,,false,false,""
2025-12-29,flat,20,12,,true,false,""
2025-12-29,flat,40,8,,true,false,""
2025-12-29,flat,60,5,,true,false,""
2025-12-29,flat,70,3,,true,false,""
2025-12-29,flat,80,3,,false,false,""
2025-12-29,flat,80,2,,false,false,""
2025-12-29,flat,80,2,,false,false,""
2025-12-28,flat,20,12,,true,false,""
2025-12-28,flat,40,8,,true,false,""
2025-12-28,flat,60,5,,true,false,""
2025-12-28,flat,70,3,,true,false,""
2025-12-28,flat,87.5,1,,false,false,""
2025-12-28,flat,90,1,,false,false,""
2025-12-28,flat,95,1,,false,false,""
2025-12-27,flat,20,12,,true,false,""
2025-12-27,flat,40,8,,true,false,""
2025-12-27,flat,60,5,,true,false,""
2025-12-27,flat,70,3,,true,false,""
2025-12-27,flat,81,4,,false,false,""
2025-12-27,flat,81,4,,false,false,""
2025-12-27,flat,81,4,,false,false,""
2025-12-27,flat,81,4,,false,false,""
2025-12-27,smith_incline,40,15,,true,false,""
2025-12-27,smith_incline,55,9,0.5,false,false,""
2025-12-27,smith_incline,55,8,0.5,false,false,""
2025-12-27,smith_incline,55,8,0,false,false,""
2025-12-26,flat,20,12,,true,false,""
2025-12-26,flat,60,5,,true,false,""
2025-12-26,flat,70,3,,true,false,""
2025-12-26,flat,70,3,,true,false,""
2025-12-26,flat,80,3,,false,false,""
2025-12-26,flat,80,3,,false,false,""
2025-12-26,flat,80,3,,false,false,""
2025-12-25,flat,20,12,,true,false,""
2025-12-25,flat,60,5,,true,false,""
2025-12-25,flat,80,3,,false,false,""
2025-12-25,flat,80,3,,false,false,""
2025-12-25,flat,80,3,,false,false,""
2025-12-24,flat,20,20,,true,false,""
2025-12-24,flat,60,5,,true,false,""
2025-12-24,flat,70,3,,true,false,""
2025-12-24,flat,80,2,,false,false,""
2025-12-24,flat,80,2,,false,false,""
2025-12-24,flat,80,5,,false,false,""
2025-12-24,flat,80,4,,false,false,""
2025-12-24,smith_incline,40,6,,true,false,""
2025-12-24,smith_incline,55,9,0.5,false,false,""
2025-12-24,smith_incline,55,7,0.5,false,false,""
2025-12-24,smith_incline,55,6,0,false,false,""
2025-12-21,flat,30,8,,true,false,""
2025-12-21,flat,60,5,,true,false,""
2025-12-21,flat,70,3,,true,false,""
2025-12-21,flat,87,1,,false,false,"Vloog omhoog, makelijk gewicht erbij."
2025-12-21,flat,87,1,,false,false,""
2025-12-21,flat,87,1,,false,false,"Volgende keer 87.5kg."
2025-12-21,smith_incline,20,8,,true,false,""
2025-12-21,smith_incline,52.5,10,,false,false,""
2025-12-21,smith_incline,52.5,9,,false,false,""
2025-12-21,smith_incline,52.5,9,0.5,false,false,""
2025-12-19,smith_incline,40,6,,true,false,""
2025-12-19,smith_incline,50,8,1.5,false,false,""
2025-12-19,smith_incline,50,9,1,false,false,""
2025-12-19,smith_incline,50,10,0,false,false,""
2025-12-19,smith_incline,50,10,0,false,false,""
2025-12-19,flat,20,12,,true,false,""
2025-12-19,flat,40,5,,true,false,""
2025-12-19,flat,60,5,,true,false,""
2025-12-19,flat,70,3,,true,false,""
2025-12-19,flat,80,3,,false,false,""
2025-12-19,flat,80,3,,false,false,""
2025-12-19,flat,80,2,,false,false,""
2025-12-16,smith_incline,20,10,,true,false,""
2025-12-16,smith_incline,45,10,3,false,false,""
2025-12-16,smith_incline,45,10,3,false,false,""
2025-12-16,smith_incline,45,10,3,false,false,""
2025-12-14,smith_incline,40,10,,true,false,""
2025-12-14,smith_incline,60,10,4,false,false,"6-10 Reps & 1-2 RIR"
2025-12-14,smith_incline,60,10,2,false,false,"6-10 Reps & 1-2 RIR"
2025-12-12,flat,20,12,,true,false,""
2025-12-12,flat,60,5,,true,false,""
2025-12-12,flat,70,6,,false,false,""
2025-12-12,flat,70,7,,false,false,""
2025-12-12,flat,70,7,,false,false,""
2025-12-10,incline,40,10,,false,false,""
2025-12-10,incline,40,8,,false,false,""
2025-12-10,incline,40,8,,false,false,""
2025-12-10,incline,40,8,,false,false,""
2025-12-03,flat,20,12,,true,false,""
2025-12-03,flat,60,5,,true,false,""
2025-12-03,flat,75,6,,false,false,""
2025-12-03,flat,75,6,,false,false,""
2025-12-03,flat,75,6,,false,false,""
2025-11-29,flat,80,5,,false,false,""
2025-11-29,flat,80,5,,false,false,""
2025-11-29,flat,80,5,,false,false,""
2025-11-27,flat,20,20,,true,false,""
2025-11-27,flat,20,12,,true,false,""
2025-11-27,flat,40,5,,true,false,""
2025-11-27,flat,60,3,,true,false,""
2025-11-27,flat,70,1,,true,false,""
2025-11-27,flat,80,1,,true,false,""
2025-11-27,flat,90,1,,true,false,""
2025-11-27,flat,95,1,,true,false,"Op dit moment was het RPE 10, heel langzaam en net aan."
2025-11-27,flat,80,2,,false,false,""
2025-11-27,flat,70,3,,false,false,""
2025-11-27,flat,70,3,,false,false,""
2025-11-27,flat,70,3,,false,false,""
2025-11-23,flat,20,8,,true,false,""
2025-11-23,flat,40,5,,true,false,""
2025-11-23,flat,60,3,,true,false,""
2025-11-23,flat,70,1,,true,false,""
2025-11-23,flat,80,1,,true,false,""
2025-11-23,flat,75,3,,false,false,""
2025-11-23,flat,75,3,,false,false,""
2025-11-23,flat,75,3,,false,false,""
2025-11-23,flat,75,3,,false,false,""
2025-11-22,flat,20,8,,true,false,""
2025-11-22,flat,40,5,,true,false,""
2025-11-22,flat,60,3,,true,false,""
2025-11-22,flat,70,1,,true,false,""
2025-11-22,flat,80,1,,true,false,""
2025-11-22,flat,90,1,,true,false,""
2025-11-22,flat,71,4,,false,false,""
2025-11-22,flat,71,4,,false,false,""
2025-11-22,flat,71,4,,false,false,""
2025-11-22,flat,71,4,,false,false,""
2025-11-22,incline,60,8,,false,false,""
2025-11-22,incline,60,8,,false,false,""
2025-11-22,incline,60,5,,false,false,""
2025-11-19,flat,20,8,,true,false,""
2025-11-19,flat,40,5,,true,false,""
2025-11-19,flat,60,3,,true,false,""
2025-11-19,flat,70,4,,false,false,""
